Elo(538-MOV)_weight,IP_weight,AUC,Brier
0.381,0.619,0.6108155358155358,0.23786684084781298
0.382,0.618,0.6107163107163107,0.23787248677197195
0.383,0.617,0.6106737856737857,0.23787816166460798
0.384,0.616,0.6105769230769231,0.2378838655257211
0.385,0.615,0.6105320355320356,0.23788959835531132
0.386,0.614,0.6104469854469854,0.23789536015337862
0.387,0.613,0.6103713853713855,0.23790115091992292
0.388,0.612,0.6102957852957853,0.2379069706549444
0.389,0.611,0.6102225477225477,0.23791281935844288
0.39,0.61,0.6101705726705726,0.2379186970304185
0.391,0.609,0.6100949725949726,0.23792460367087118
0.392,0.608,0.60999810999811,0.23793053927980098
0.393,0.607,0.6099626724626724,0.23793650385720783
0.394,0.606,0.6099083349083348,0.23794249740309178
0.395,0.605,0.6098728973728973,0.23794851991745272
0.396,0.604,0.6098303723303724,0.23795457140029086
0.397,0.603,0.6097524097524097,0.23796065185160603
0.398,0.602,0.6096933471933472,0.2379667612713983
0.399,0.601,0.6096484596484597,0.2379728996596676
0.4,0.6,0.6096012096012096,0.23797906701641403
0.401,0.599,0.6095114345114345,0.23798526334163755
0.402,0.598,0.6094594594594595,0.23799148863533812
0.403,0.597,0.609405121905122,0.2379977428975158
0.404,0.596,0.6093862218862218,0.2380040261281705
0.405,0.595,0.6093058968058969,0.23801033832730234
0.406,0.594,0.6092539217539217,0.23801667949491126
0.40700000000000003,0.593,0.6091594216594216,0.23802304963099724
0.40800000000000003,0.592,0.609072009072009,0.2380294487355603
0.40900000000000003,0.591,0.6089940464940464,0.2380358768086005
0.41000000000000003,0.59,0.6089089964089964,0.23804233385011767
0.41100000000000003,0.589,0.6088357588357589,0.238048819860112
0.41200000000000003,0.588,0.6087766962766963,0.23805533483858338
0.41300000000000003,0.587,0.6086656586656587,0.23806187878553187
0.41400000000000003,0.586,0.6085853335853335,0.23806845170095745
0.41500000000000004,0.585,0.6085050085050084,0.23807505358486009
0.41600000000000004,0.584,0.6084341334341334,0.2380816844372398
0.417,0.583,0.608398695898696,0.2380883442580966
0.418,0.5820000000000001,0.6083561708561709,0.2380950330474305
0.419,0.581,0.6082923832923832,0.23810175080524146
0.42,0.5800000000000001,0.6082356832356832,0.23810849753152943
0.421,0.579,0.6081860706860707,0.23811527322629458
0.422,0.5780000000000001,0.6081222831222832,0.23812207788953677
0.423,0.577,0.6080443205443206,0.23812891152125606
0.424,0.5760000000000001,0.6079994329994329,0.23813577412145245
0.425,0.575,0.6079710829710829,0.23814266569012593
0.426,0.5740000000000001,0.6079285579285579,0.23814958622727644
0.427,0.573,0.6078813078813079,0.23815653573290405
0.428,0.5720000000000001,0.6078316953316953,0.23816351420700868
0.429,0.571,0.6077844452844453,0.23817052164959052
0.43,0.5700000000000001,0.6076993951993952,0.23817755806064936
0.431,0.569,0.6076426951426951,0.2381846234401853
0.432,0.5680000000000001,0.607557645057645,0.2381917177881983
0.433,0.567,0.60750567000567,0.2381988411046884
0.434,0.5660000000000001,0.60745841995842,0.23820599338965556
0.435,0.565,0.6073804573804573,0.23821317464309982
0.436,0.5640000000000001,0.6073261198261198,0.23822038486502117
0.437,0.563,0.6072481572481572,0.2382276240554196
0.438,0.562,0.6071654696654696,0.23823489221429514
0.439,0.5609999999999999,0.6070780570780571,0.23824218934164768
0.44,0.56,0.6070166320166319,0.23824951543747738
0.441,0.5589999999999999,0.6069150444150444,0.2382568705017841
0.442,0.558,0.606865431865432,0.23826425453456793
0.443,0.5569999999999999,0.6067827442827443,0.23827166753582885
0.444,0.556,0.6067047817047817,0.23827910950556686
0.445,0.5549999999999999,0.6066386316386316,0.2382865804437819
0.446,0.554,0.6065819315819316,0.23829408035047406
0.447,0.5529999999999999,0.606513419013419,0.23830160922564333
0.448,0.552,0.6064023814023815,0.23830916706928962
0.449,0.5509999999999999,0.6063527688527689,0.23831675388141302
0.45,0.55,0.6062653562653563,0.2383243696620135
0.451,0.5489999999999999,0.6061708561708562,0.23833201441109106
0.452,0.548,0.6060716310716311,0.2383396881286457
0.453,0.5469999999999999,0.606000756000756,0.23834739081467743
0.454,0.546,0.6059133434133435,0.23835512246918625
0.455,0.5449999999999999,0.6058306558306558,0.23836288309217216
0.456,0.544,0.6057314307314308,0.23837067268363507
0.457,0.5429999999999999,0.6057030807030808,0.23837849124357513
0.458,0.542,0.6056251181251181,0.23838633877199225
0.459,0.5409999999999999,0.6055636930636931,0.2383942152688865
0.46,0.54,0.6054432054432054,0.23840212073425773
0.461,0.5389999999999999,0.6053534303534303,0.2384100551681061
0.462,0.538,0.6053061803061803,0.2384180185704316
0.463,0.5369999999999999,0.6052636552636552,0.2384260109412341
0.464,0.536,0.6052258552258551,0.23843403228051377
0.465,0.5349999999999999,0.6051927801927801,0.23844208258827043
0.466,0.534,0.6051195426195426,0.2384501618645042
0.467,0.5329999999999999,0.6050439425439424,0.23845827010921508
0.468,0.532,0.6049659799659799,0.238466407322403
0.46900000000000003,0.5309999999999999,0.6049494424494424,0.23847457350406803
0.47000000000000003,0.53,0.6048738423738423,0.23848276865421014
0.47100000000000003,0.5289999999999999,0.6047628047628048,0.23849099277282934
0.47200000000000003,0.528,0.6047061047061046,0.23849924585992555
0.47300000000000003,0.5269999999999999,0.6046659421659422,0.23850752791549892
0.47400000000000003,0.526,0.6046092421092422,0.23851583893954936
0.47500000000000003,0.5249999999999999,0.6045478170478169,0.23852417893207686
0.47600000000000003,0.524,0.6044840294840295,0.23853254789308145
0.47700000000000004,0.5229999999999999,0.6044226044226044,0.2385409458225631
0.47800000000000004,0.522,0.6043588168588168,0.23854937272052185
0.47900000000000004,0.5209999999999999,0.6042903042903043,0.2385578285869577
0.48,0.52,0.6042288792288792,0.23856631342187062
0.481,0.519,0.6041580041580041,0.23857482722526066
0.482,0.518,0.6040871290871291,0.2385833699971277
0.483,0.517,0.6040233415233416,0.23859194173747186
0.484,0.516,0.6039831789831789,0.2386005424462931
0.485,0.515,0.6039099414099414,0.23860917212359142
0.486,0.514,0.6038626913626914,0.23861783076936682
0.487,0.513,0.6037894537894538,0.2386265183836193
0.488,0.512,0.6037114912114911,0.2386352349663489
0.489,0.511,0.6036642411642412,0.23864398051755556
0.49,0.51,0.6035957285957285,0.23865275503723923
0.491,0.509,0.6035059535059536,0.23866155852540005
0.492,0.508,0.6033949158949158,0.23867039098203793
0.493,0.507,0.6033051408051409,0.2386792524071529
0.494,0.506,0.6032248157248157,0.238688142800745
0.495,0.505,0.6031539406539406,0.2386970621628141
0.496,0.504,0.603071253071253,0.2387060104933603
0.497,0.503,0.6029554904554905,0.23871498779238362
0.498,0.502,0.602901152901153,0.238723994059884
0.499,0.501,0.6028397278397278,0.23873302929586143
0.5,0.5,0.6027499527499528,0.23874209350031603
0.501,0.499,0.6026649026649027,0.2387511866732476
0.502,0.498,0.6026034776034777,0.2387603088146563
0.503,0.497,0.6025396900396901,0.23876945992454207
0.504,0.496,0.6024475524475524,0.23877864000290494
0.505,0.495,0.6024003024003024,0.2387878490497449
