Elo(basic)_weight,IP_weight,AUC,Brier
0.155,0.845,0.6231477981477981,0.23715001400981806
0.276,0.724,0.6168422793422793,0.23715060744484948
0.154,0.846,0.6231855981855982,0.23715193280118094
0.277,0.723,0.6168139293139293,0.23715253604505582
0.153,0.847,0.6232257607257607,0.2371538831285403
0.278,0.722,0.6167454167454167,0.2371544961812587
0.152,0.848,0.6232824607824607,0.23715586499189611
0.279,0.721,0.6166839916839917,0.23715648785345803
0.151,0.849,0.6233391608391609,0.2371578783912484
0.28,0.72,0.6166036666036666,0.23715851106165378
0.15,0.85,0.6233769608769608,0.2371599233265972
0.281,0.719,0.6165611415611416,0.23716056580584605
0.149,0.851,0.6234478359478359,0.2371619997979424
0.28200000000000003,0.718,0.616506804006804,0.23716265208603476
0.148,0.852,0.623509261009261,0.2371641078052841
0.28300000000000003,0.717,0.616417028917029,0.23716476990222
0.147,0.853,0.6236132111132111,0.23716624734862227
0.28400000000000003,0.716,0.6163485163485164,0.23716691925440167
0.146,0.854,0.6236864486864486,0.2371684184279569
0.28500000000000003,0.715,0.6162870912870912,0.2371691001425798
0.145,0.855,0.6237573237573237,0.23717062104328807
0.28600000000000003,0.714,0.6162540162540162,0.23717131256675442
0.14400000000000002,0.856,0.6237785862785863,0.23717285519461562
0.28700000000000003,0.713,0.6162492912492912,0.23717355652692548
0.14300000000000002,0.857,0.6238140238140238,0.23717512088193965
0.28800000000000003,0.712,0.6162020412020413,0.237175832023093
0.14200000000000002,0.858,0.6238518238518238,0.2371774181052602
0.289,0.7110000000000001,0.6161358911358911,0.237178139055257
0.14100000000000001,0.859,0.623875448875449,0.23717974686457718
0.29,0.71,0.6160980910980911,0.2371804776234175
0.14,0.86,0.623932148932149,0.23718210715989066
0.291,0.7090000000000001,0.6160366660366661,0.23718284772757448
0.139,0.861,0.6239935739935739,0.23718449899120056
0.292,0.708,0.6159776034776034,0.2371852493677279
0.138,0.862,0.6240715365715366,0.23718692235850694
0.293,0.7070000000000001,0.6159067284067283,0.23718768254387776
0.137,0.863,0.6241494991494991,0.23718937726180986
0.294,0.706,0.6158547533547534,0.23719014725602414
0.136,0.864,0.6242109242109242,0.23719186370110912
0.295,0.7050000000000001,0.6157815157815159,0.23719264350416697
0.135,0.865,0.6242723492723492,0.23719438167640497
0.296,0.704,0.6156941031941032,0.23719517128830628
0.134,0.866,0.6243030618030618,0.23719693118769722
0.297,0.7030000000000001,0.6156374031374031,0.23719773060844204
0.133,0.867,0.6243479493479493,0.23719951223498595
0.298,0.702,0.6155618030618031,0.23720032146457426
0.132,0.868,0.6243786618786618,0.2372021248182712
0.299,0.7010000000000001,0.6154838404838405,0.237202943856703
0.131,0.869,0.6244235494235494,0.23720476893755288
0.3,0.7,0.6154176904176905,0.23720559778482816
0.13,0.87,0.6244731619731619,0.237207444592831
0.301,0.6990000000000001,0.6153704403704404,0.23720828324894982
0.129,0.871,0.624539312039312,0.23721015178410562
0.302,0.698,0.6153562653562653,0.2372110002490679
0.128,0.872,0.6245700245700245,0.23721289051137673
0.303,0.6970000000000001,0.6152924777924779,0.23721374878518253
0.127,0.873,0.6246101871101871,0.2372156607746443
0.304,0.696,0.6151979776979777,0.23721652885729358
0.126,0.874,0.6246527121527121,0.2372184625739083
0.305,0.6950000000000001,0.6151341901341901,0.23721934046540105
0.125,0.875,0.6246975996975996,0.23722129590916882
0.306,0.694,0.6150751275751276,0.23722218360950512
0.124,0.876,0.6247283122283123,0.23722416078042577
0.307,0.6930000000000001,0.6150231525231525,0.23722505828960555
0.123,0.877,0.6247779247779248,0.2372270571876792
0.308,0.692,0.614968814968815,0.23722796450570247
0.122,0.878,0.6248487998487998,0.23722998513092913
0.309,0.6910000000000001,0.61492628992629,0.23723090225779592
0.121,0.879,0.6248960498960499,0.23723294461017552
0.31,0.69,0.6148766773766773,0.23723387154588577
0.12,0.88,0.6249432999432999,0.23723593562541836
0.311,0.6890000000000001,0.6148152523152524,0.23723687236997207
0.11900000000000001,0.881,0.625,0.2372389581766577
0.312,0.688,0.6147443772443772,0.23723990473005485
0.11800000000000001,0.882,0.625033075033075,0.2372420122638935
0.313,0.687,0.6146758646758647,0.2372429686261342
0.117,0.883,0.6250708750708751,0.23724509788712567
0.314,0.6859999999999999,0.6146073521073521,0.23724606405820992
0.116,0.884,0.6250732375732375,0.23724821504635443
0.315,0.685,0.6145010395010395,0.2372491910262821
0.115,0.885,0.6251063126063126,0.23725136374157962
0.316,0.6839999999999999,0.6144750519750519,0.23725234953035088
0.114,0.886,0.6251795501795502,0.23725454397280127
0.317,0.683,0.6144112644112645,0.23725553957041598
0.113,0.887,0.6252173502173501,0.23725775574001937
0.318,0.6819999999999999,0.6143262143262144,0.23725876114647765
0.112,0.888,0.6252835002835003,0.237260999043234
0.319,0.681,0.6142600642600643,0.23726201425853571
0.111,0.889,0.6253000378000377,0.23726427388244506
0.32,0.6799999999999999,0.6142104517104517,0.23726529890659032
0.11,0.89,0.6253331128331129,0.23726758025765263
0.321,0.679,0.6141395766395766,0.23726861509064132
0.109,0.891,0.6253732753732755,0.2372709181688566
0.322,0.6779999999999999,0.6140828765828767,0.2372719628106888
0.108,0.892,0.6254063504063504,0.23727428761605712
0.323,0.677,0.6140072765072765,0.2372753420667328
0.107,0.893,0.6254323379323379,0.23727768859925405
0.324,0.6759999999999999,0.613952938952939,0.23727875285877323
0.106,0.894,0.6254819504819505,0.23728112111844746
0.325,0.675,0.6139316764316765,0.23728219518681012
0.105,0.895,0.6255197505197505,0.23728458517363735
0.326,0.6739999999999999,0.613863163863164,0.23728566905084353
0.10400000000000001,0.896,0.6255481005481005,0.23728808076482374
0.327,0.673,0.6138560763560763,0.23728917445087336
0.10300000000000001,0.897,0.625583538083538,0.23729160789200654
0.328,0.6719999999999999,0.6138135513135513,0.23729271138689967
0.10200000000000001,0.898,0.6256307881307882,0.23729516655518584
0.329,0.671,0.6137379512379513,0.2372962798589225
0.101,0.899,0.6256827631827632,0.23729875675436163
0.33,0.6699999999999999,0.6137119637119637,0.2372998798669418
0.1,0.9,0.6257158382158381,0.2373023784895338
0.331,0.669,0.6136552636552637,0.23730351141095749
0.099,0.901,0.6257371007371006,0.23730603176070253
0.332,0.6679999999999999,0.6136316386316386,0.23730717449096966
0.098,0.902,0.6257701757701758,0.2373097165678677
0.333,0.667,0.6135347760347761,0.23731086910697835
0.097,0.903,0.6257819882819883,0.23731343291102933
0.334,0.6659999999999999,0.613459175959176,0.23731459525898346
0.096,0.904,0.6258552258552259,0.23731718079018743
0.335,0.665,0.6134119259119258,0.23731835294698508
0.095,0.905,0.6258906633906633,0.23732096020534205
0.336,0.6639999999999999,0.6133646758646758,0.2373221421709831
0.094,0.906,0.625959175959176,0.2373247711564931
0.337,0.663,0.6132914382914383,0.23732596293097769
0.093,0.907,0.6260253260253261,0.2373286136436406
0.338,0.6619999999999999,0.6131685881685882,0.2373298152269687
0.092,0.908,0.626058401058401,0.23733248766678458
0.339,0.661,0.613116613116613,0.2373336990589562
0.091,0.909,0.6260985635985636,0.23733639322592506
0.34,0.6599999999999999,0.6130055755055756,0.23733761442694015
0.09,0.91,0.6261505386505386,0.23734033032106197
0.341,0.659,0.6129323379323379,0.23734156133092055
0.089,0.911,0.6261836136836136,0.2373442989521954
0.342,0.6579999999999999,0.6128543753543754,0.23734553977089745
0.088,0.912,0.6261836136836136,0.23734829911932526
0.343,0.657,0.6128094878094879,0.2373495497468708
0.08700000000000001,0.913,0.6262521262521262,0.2373523308224516
0.34400000000000003,0.6559999999999999,0.6127764127764128,0.23735359125884065
0.08600000000000001,0.914,0.6262781137781138,0.23735639406157436
0.34500000000000003,0.655,0.6127079002079001,0.23735766430680696
0.085,0.915,0.6263466263466264,0.23736048883669364
0.34600000000000003,0.6539999999999999,0.6126086751086751,0.2373617688907697
0.084,0.916,0.6263820638820639,0.2373646151478094
0.34700000000000003,0.653,0.6125472500472501,0.23736590501072896
0.083,0.917,0.6264104139104139,0.2373687729949216
0.34800000000000003,0.6519999999999999,0.6124267624267624,0.23737007266668464
0.082,0.918,0.6264458514458515,0.23737296237803035
0.34900000000000003,0.651,0.6123322623322625,0.23737427185863685
0.081,0.919,0.6265167265167264,0.23737718329713545
0.35000000000000003,0.6499999999999999,0.6122755622755622,0.23737850258658547
0.08,0.92,0.6265356265356266,0.23738143575223708
0.35100000000000003,0.649,0.6121999621999622,0.23738276485053056
0.079,0.921,0.6265592515592515,0.23738571974333514
0.352,0.648,0.6121290871290872,0.23738705865047216
0.078,0.922,0.626589964089964,0.23739003527042968
0.353,0.647,0.612053487053487,0.23739138398641021
0.077,0.923,0.6266561141561142,0.23739438233352075
0.354,0.646,0.6119755244755245,0.23739574085834475
0.076,0.924,0.6267435267435267,0.2373987609326082
0.355,0.645,0.6118999243999245,0.23740012926627577
0.075,0.925,0.6267718767718768,0.2374031710676922
0.356,0.644,0.6118715743715744,0.2374045492102032
0.074,0.926,0.6268569268569268,0.23740761273877262
0.357,0.643,0.6118266868266868,0.23740900069012716
0.073,0.927,0.6268734643734644,0.23741208594584956
0.358,0.642,0.6117203742203743,0.23741348370604753
0.07200000000000001,0.9279999999999999,0.6269396144396144,0.23741659068892293
0.359,0.641,0.6116447741447741,0.2374179982579644
0.07100000000000001,0.929,0.626960876960877,0.23742112696799275
0.36,0.64,0.611602249102249,0.23742254434587776
0.07,0.9299999999999999,0.6269703269703271,0.23742569478305908
0.361,0.639,0.6115431865431866,0.23742712196978757
0.069,0.931,0.6270010395010395,0.23743029413412187
0.362,0.638,0.611484123984124,0.23743173112969387
0.068,0.9319999999999999,0.6269821394821394,0.23743492502118116
0.363,0.637,0.6113778113778114,0.2374363718255966
0.067,0.933,0.626993951993952,0.23743958744423688
0.364,0.636,0.6113163863163863,0.23744104405749583
0.066,0.9339999999999999,0.6270199395199395,0.23744428140328908
0.365,0.635,0.6112620487620488,0.23744574782539152
0.065,0.935,0.6270766395766396,0.2374490068983377
0.366,0.634,0.6112006237006238,0.23745048312928363
0.064,0.9359999999999999,0.6271309771309771,0.2374537639293828
0.367,0.633,0.6111132111132112,0.23745524996917228
0.063,0.937,0.6271475146475146,0.23745855249642445
0.368,0.632,0.6110659610659611,0.2374600483450574
0.062,0.938,0.6271853146853146,0.23746337259946254
0.369,0.631,0.6110116235116235,0.23746487825693893
0.061,0.9390000000000001,0.6272302022302022,0.2374682242384971
0.37,0.63,0.6109289359289359,0.237469739704817
0.06,0.94,0.6272561897561897,0.2374731074135281
0.371,0.629,0.6108438858438858,0.23747463268869148
0.059000000000000004,0.941,0.6273128898128898,0.23747802212455557
0.372,0.628,0.6108084483084483,0.23747955720856248
0.058,0.942,0.6273601398601398,0.23748296837157953
0.373,0.627,0.6106832356832357,0.23748451326442988
0.057,0.943,0.6274192024192025,0.23748794615459992
0.374,0.626,0.6106076356076355,0.23748950085629383
0.056,0.944,0.62746408996409,0.2374929554736168
0.375,0.625,0.6105438480438481,0.23749451998415416
0.055,0.945,0.6275326025326025,0.23749799632863014
0.376,0.624,0.610506048006048,0.23749957064801105
0.054,0.946,0.6275704025704025,0.23750306871964
0.377,0.623,0.610477697977698,0.23750465284786432
0.053,0.947,0.6276271026271026,0.23750817264664625
0.378,0.622,0.6104257229257228,0.23750976658371417
0.052000000000000005,0.948,0.6276389151389151,0.23751330810964905
0.379,0.621,0.610354847854848,0.2375149118555604
0.051000000000000004,0.949,0.6276672651672651,0.2375184751086483
0.38,0.62,0.6102674352674353,0.23752008866340313
0.05,0.95,0.6277357777357777,0.237523673643644
0.381,0.619,0.6102390852390852,0.23752529700724231
0.049,0.951,0.6277594027594028,0.2375289037146361
0.382,0.618,0.6101469476469477,0.23753053688707804
0.048,0.952,0.6277995652995653,0.2375341653216248
0.383,0.617,0.6100713475713475,0.23753580830291016
0.047,0.953,0.6278420903420904,0.2375394584646099
0.384,0.616,0.61002646002646,0.23754111125473873
0.046,0.954,0.6278940653940654,0.23754478314359148
0.385,0.615,0.6099555849555849,0.23754644574256384
0.045,0.955,0.6279413154413155,0.2375501393585695
0.386,0.614,0.6098965223965225,0.23755181176638537
0.044,0.956,0.627938952938953,0.23755552710954403
0.387,0.613,0.6098209223209223,0.23755720932620342
0.043000000000000003,0.957,0.6279696654696655,0.237560946396515
0.388,0.612,0.6097571347571349,0.23756263842201789
0.042,0.958,0.6279885654885655,0.2375663972194825
0.389,0.611,0.6097004347004347,0.2375680990538288
0.041,0.959,0.6280216405216406,0.23757187957844642
0.39,0.61,0.6097004347004347,0.23757359122163627
0.04,0.96,0.628061803061803,0.2375773934734068
0.391,0.609,0.6096035721035722,0.2375791149254401
0.039,0.961,0.6281232281232281,0.2375829389043637
0.392,0.608,0.609575222075222,0.23758467016524049
0.038,0.962,0.6281633906633907,0.23758851587131705
0.393,0.607,0.6095374220374221,0.23759025694103733
0.037,0.963,0.6281988281988282,0.23759412437426683
0.394,0.606,0.6094570969570969,0.23759587525283066
0.036000000000000004,0.964,0.6282082782082782,0.23759976441321312
0.395,0.605,0.6093602343602343,0.2376015251006204
0.035,0.965,0.6282460782460783,0.23760543598815587
0.396,0.604,0.6092704592704592,0.23760720648440664
0.034,0.966,0.6282673407673408,0.2376111390990951
0.397,0.603,0.6091901341901342,0.23761291940418935
0.033,0.967,0.6282838782838782,0.2376168737460308
0.398,0.602,0.6091712341712342,0.2376186638599685
0.032,0.968,0.6283311283311284,0.2376226399289629
0.399,0.601,0.6090956340956342,0.23762443985174417
0.031,0.969,0.6283547533547533,0.2376284376478915
0.4,0.6,0.6090365715365715,0.23763024737951627
0.03,0.97,0.6284090909090909,0.23763426690281664
0.401,0.599,0.6089775089775089,0.23763608644328488
0.029,0.971,0.6284610659610659,0.2376401276937382
0.402,0.598,0.6088546588546588,0.23764195704304994
0.028,0.972,0.628498865998866,0.23764602002065618
0.403,0.597,0.6088121338121338,0.23764785917881145
0.027,0.973,0.628536666036666,0.23765194388357067
0.404,0.596,0.6087601587601588,0.23765379285056942
0.026000000000000002,0.974,0.6286099036099035,0.23765789928248165
0.405,0.595,0.6086703836703837,0.23765975805832387
0.025,0.975,0.6286547911547912,0.2376638862173891
0.406,0.594,0.6085876960876961,0.23766575480207486
0.024,0.976,0.6286925911925911,0.23766990468829302
0.40700000000000003,0.593,0.6085002835002835,0.23767178308182224
0.023,0.977,0.6287138537138537,0.23767595469519337
0.40800000000000003,0.592,0.6084530334530335,0.23767784289756616
0.022,0.978,0.6287327537327537,0.23768203623809023
0.40900000000000003,0.591,0.6084199584199584,0.23768393424930648
0.021,0.979,0.6287705537705537,0.23768814931698357
0.41000000000000003,0.59,0.6083679833679834,0.23769005713704325
0.02,0.98,0.6288201663201662,0.23769429393187336
0.41100000000000003,0.589,0.6083018333018333,0.23769621156077653
0.019,0.981,0.6288485163485164,0.23770047008275957
0.41200000000000003,0.588,0.6082380457380457,0.23770239752050631
0.018000000000000002,0.982,0.6288839538839539,0.23770667776964233
0.41300000000000003,0.587,0.6081553581553583,0.23770861501623253
0.017,0.983,0.6289123039123039,0.2377129169925215
0.41400000000000003,0.586,0.608065583065583,0.23771486404795522
0.016,0.984,0.6289359289359289,0.2377191877513972
0.41500000000000004,0.585,0.6079994329994329,0.2377211446156744
0.015,0.985,0.6289855414855414,0.23772549004626928
0.41600000000000004,0.584,0.607919107919108,0.23772745671939
0.014,0.986,0.629006804006804,0.23773182387713793
0.417,0.583,0.6078458703458703,0.23773380035910208
0.013000000000000001,0.987,0.629068229068229,0.23773818924400297
0.418,0.5820000000000001,0.6077702702702703,0.23774017553481064
0.012,0.988,0.6291036666036666,0.23774458614686453
0.419,0.581,0.6076663201663202,0.23774658224651568
0.011,0.989,0.6291509166509166,0.23775101458572254
0.42,0.5800000000000001,0.6075718200718201,0.2377530204942172
0.01,0.99,0.6291981666981667,0.23775747456057703
0.421,0.579,0.607472594972595,0.23775949027791515
0.009000000000000001,0.991,0.6292761292761293,0.23776396607142797
0.422,0.5780000000000001,0.6073946323946324,0.2377659915976096
0.008,0.992,0.6293729918729918,0.2377704891182754
0.423,0.577,0.6073190323190323,0.23777252445330052
0.007,0.993,0.6294013419013419,0.23777704370111927
0.424,0.5760000000000001,0.6072765072765073,0.2377790888449879
0.006,0.994,0.6294485919485919,0.23778362981995965
0.425,0.575,0.6072174447174448,0.23778568477267176
0.005,0.995,0.629491116991117,0.23779024747479646
0.426,0.5740000000000001,0.6071253071253071,0.23779231223635208
0.004,0.996,0.6295241920241921,0.23779689666562978
0.427,0.573,0.6070945945945946,0.23779897123602883
0.003,0.997,0.6295832545832545,0.2378035773924595
0.428,0.5720000000000001,0.607002457002457,0.2378056617717021
0.002,0.998,0.6296021546021546,0.23781028965528572
0.429,0.571,0.606941031941032,0.23781238384337183
0.001,0.999,0.6296446796446796,0.2378170334541084
0.43,0.5700000000000001,0.6068748818748819,0.237819137451038
0.0,1.0,0.6297427234927235,0.23782380878892762
0.431,0.569,0.6068016443016443,0.2378259225947007
0.432,0.5680000000000001,0.6067425817425818,0.23783273927435983
0.433,0.567,0.6066622566622567,0.23783958749001546
0.434,0.5660000000000001,0.6066079191079191,0.23784646724166753
0.435,0.565,0.6065464940464941,0.2378533785293161
0.436,0.5640000000000001,0.606461443961444,0.23786032135296106
0.437,0.563,0.6063622188622189,0.2378672957126026
0.438,0.562,0.6063007938007938,0.23787430160824055
0.439,0.5609999999999999,0.6062417312417312,0.23788133903987493
0.44,0.56,0.6061637686637686,0.23788840800750582
0.441,0.5589999999999999,0.606076356076356,0.23789550851113317
0.442,0.558,0.605972405972406,0.23790264055075705
0.443,0.5569999999999999,0.605887355887356,0.23790980412637733
0.444,0.556,0.6057763182763183,0.2379169992379941
0.445,0.5549999999999999,0.6056959931959933,0.23792422588560738
0.446,0.554,0.6056109431109431,0.23793148406921702
0.447,0.5529999999999999,0.6055424305424305,0.23793877378882322
0.448,0.552,0.6055093555093556,0.2379460950444259
0.449,0.5509999999999999,0.6054290304290304,0.237953447836025
0.45,0.55,0.6053888678888679,0.2379608321636206
0.451,0.5489999999999999,0.6053014553014553,0.23796824802721264
0.452,0.548,0.6052660177660178,0.23797569542680116
0.453,0.5469999999999999,0.6052069552069552,0.23798317436238617
0.454,0.546,0.6051148176148176,0.23799068483396757
0.455,0.5449999999999999,0.6050321300321301,0.23799822684154556
0.456,0.544,0.604951804951805,0.23800580038511995
0.457,0.5429999999999999,0.6048313173313173,0.2380134054646908
0.458,0.542,0.6047911547911549,0.23802104208025815
0.459,0.5409999999999999,0.6047037422037422,0.23802871023182195
0.46,0.54,0.6046116046116046,0.23803640991938227
0.461,0.5389999999999999,0.6045643545643545,0.23804414114293904
0.462,0.538,0.6045171045171046,0.23805190390249223
0.463,0.5369999999999999,0.6044533169533169,0.23805969819804196
0.464,0.536,0.6043729918729919,0.23806752402958808
0.465,0.5349999999999999,0.6043186543186543,0.2380753813971307
0.466,0.534,0.6042359667359667,0.2380832703006698
0.467,0.5329999999999999,0.604158004158004,0.23809119074020535
0.468,0.532,0.6040493290493292,0.2380991427157374
0.46900000000000003,0.5309999999999999,0.6039808164808165,0.23810712622726593
0.47000000000000003,0.53,0.6039760914760914,0.23811514127479086
0.47100000000000003,0.5289999999999999,0.6038981288981289,0.23812318785831235
0.47200000000000003,0.528,0.6038178038178038,0.23813126597783027
0.47300000000000003,0.5269999999999999,0.6037162162162162,0.23813937563334459
0.47400000000000003,0.526,0.6036547911547911,0.23814751682485544
0.47500000000000003,0.5249999999999999,0.6036264411264411,0.2381556895523628
0.47600000000000003,0.524,0.6035721035721036,0.23816389381586658
0.47700000000000004,0.5229999999999999,0.6034681534681534,0.23817212961536682
0.47800000000000004,0.522,0.6033783783783784,0.23818039695086357
0.47900000000000004,0.5209999999999999,0.6032980532980533,0.23818869582235674
0.48,0.52,0.6032342657342658,0.23819702622984643
0.481,0.519,0.6031893781893782,0.2382053881733326
0.482,0.518,0.6031468531468531,0.23821378165281515
0.483,0.517,0.6030830655830656,0.23822220666829422
0.484,0.516,0.602972027972028,0.23823066321976982
0.485,0.515,0.6029011529011529,0.23823915130724183
0.486,0.514,0.6028184653184653,0.2382476709307103
0.487,0.513,0.6027168777168778,0.23825622209017525
0.488,0.512,0.6026460026460025,0.2382648047856367
0.489,0.511,0.6025656775656776,0.23827341901709456
0.49,0.51,0.6024617274617274,0.23828206478454894
0.491,0.509,0.6024003024003024,0.23829074208799972
0.492,0.508,0.6023436023436023,0.23829945092744703
0.493,0.507,0.6022963522963523,0.23830819130289085
0.494,0.506,0.6022207522207523,0.2383169632143311
0.495,0.505,0.6021451521451522,0.23832576666176777
0.496,0.504,0.6021262521262521,0.23833460164520096
0.497,0.503,0.6020341145341145,0.2383434681646306
0.498,0.502,0.6019703269703269,0.23835236622005673
0.499,0.501,0.6019112644112644,0.23836129581147933
0.5,0.5,0.6018356643356644,0.2383702569388984
0.501,0.499,0.6017600642600643,0.2383792496023139
0.502,0.498,0.6016608391608391,0.23838827380172592
0.503,0.497,0.6015781515781515,0.23839732953713436
0.504,0.496,0.601504914004914,0.2384064168085393
0.505,0.495,0.6014600264600265,0.23841553561594067
0.506,0.494,0.6014080514080514,0.23842468595933855
0.507,0.493,0.6013371763371763,0.2384338678387329
