w1,w2,AUC,Brier
0.0,1.0,0.6297427234927235,0.23782380878892762
0.001,0.999,0.6296399546399547,0.23782075143464873
0.002,0.998,0.6295950670950671,0.23781773002591383
0.003,0.997,0.6295076545076546,0.23781474456272286
0.004,0.996,0.629458041958042,0.23781179504507585
0.005,0.995,0.6293470043470044,0.2378088814729728
0.006,0.994,0.6292879417879419,0.23780600384641368
0.007,0.993,0.6292005292005293,0.23780316216539843
0.008,0.992,0.6291154791154792,0.23780035642992722
0.009000000000000001,0.991,0.6290611415611416,0.23779758663999992
0.01,0.99,0.6289713664713665,0.23779485279561657
0.011,0.989,0.6289123039123039,0.23779215489677719
0.012,0.988,0.6288508788508789,0.23778949294348178
0.013000000000000001,0.987,0.6287918162918162,0.23778686693573023
0.014,0.986,0.6287114912114911,0.2377842768735227
0.015,0.985,0.6286760536760537,0.23778172275685905
0.016,0.984,0.6286571536571537,0.2377792045857394
0.017,0.983,0.6285862785862786,0.2377767223601637
0.018000000000000002,0.982,0.628522491022491,0.2377742760801319
0.019,0.981,0.6284728784728786,0.23777186574564407
0.02,0.98,0.6284539784539785,0.2377694913567002
0.021,0.979,0.6284350784350785,0.23776715291330025
0.022,0.978,0.6283689283689283,0.23776485041544426
0.023,0.977,0.6283145908145908,0.23776258386313218
0.024,0.976,0.6282555282555282,0.2377603532563641
0.025,0.975,0.6282177282177283,0.23775815859513996
0.026000000000000002,0.974,0.6281539406539407,0.23775599987945972
0.027,0.973,0.6280641655641656,0.2377538771093235
0.028,0.972,0.628047628047628,0.23775179028473117
0.029,0.971,0.628014553014553,0.23774973940568278
0.03,0.97,0.6279554904554905,0.23774772447217837
0.031,0.969,0.6279247779247779,0.2377457454842179
0.032,0.968,0.6278231903231903,0.23774380244180138
0.033,0.967,0.6277570402570403,0.2377418953449288
0.034,0.966,0.6277097902097902,0.23774002419360019
0.035,0.965,0.6276294651294652,0.23773818898781546
0.036000000000000004,0.964,0.6275562275562276,0.2377363897275747
0.037,0.963,0.62750189000189,0.23773462641287793
0.038,0.962,0.6274381024381024,0.23773289904372505
0.039,0.961,0.6273766773766773,0.23773120762011615
0.04,0.96,0.6273317898317898,0.2377295521420512
0.041,0.959,0.6272750897750897,0.2377279326095302
0.042,0.958,0.6271876771876772,0.2377263490225531
0.043000000000000003,0.957,0.6271262521262522,0.23772480138111998
0.044,0.956,0.627045927045927,0.23772328968523082
0.045,0.955,0.6270128520128521,0.2377218139348856
0.046,0.954,0.6269726894726895,0.2377203741300843
0.047,0.953,0.626932526932527,0.23771897027082697
0.048,0.952,0.6269041769041769,0.23771760235711353
0.049,0.951,0.6268191268191269,0.2377162703889441
0.05,0.95,0.6267340767340768,0.2377149743663186
0.051000000000000004,0.949,0.6266986391986392,0.23771371428923707
0.052000000000000005,0.948,0.6266395766395766,0.2377124901576994
0.053,0.947,0.6265663390663391,0.2377113019717058
0.054,0.946,0.6265309015309015,0.23771014973125607
0.055,0.945,0.6265214515214516,0.23770903343635028
0.056,0.944,0.626462388962389,0.23770795308698847
0.057,0.943,0.6263797013797014,0.23770690868317054
0.058,0.942,0.6263206388206388,0.2377059002248967
0.059000000000000004,0.941,0.6262544887544887,0.23770492771216667
0.06,0.94,0.6261765261765263,0.23770399114498064
0.061,0.9390000000000001,0.6261056511056511,0.23770309052333854
0.062,0.938,0.626067851067851,0.23770222584724035
0.063,0.937,0.6260229635229635,0.23770139711668617
0.064,0.9359999999999999,0.6259757134757135,0.23770060433167595
0.065,0.935,0.6259213759213759,0.2376998474922096
0.066,0.9339999999999999,0.6258457758457759,0.23769912659828724
0.067,0.933,0.6257867132867133,0.23769844164990886
0.068,0.9319999999999999,0.6257134757134757,0.23769779264707436
0.069,0.931,0.6256213381213381,0.23769717958978384
0.07,0.9299999999999999,0.6255859005859006,0.23769660247803726
0.07100000000000001,0.929,0.6255410130410131,0.2376960613118346
0.07200000000000001,0.9279999999999999,0.6254772254772254,0.23769555609117593
0.073,0.927,0.625422887922888,0.2376950868160612
0.074,0.926,0.6253921753921754,0.23769465348649044
0.075,0.925,0.6253189378189379,0.23769425610246356
0.076,0.924,0.6252764127764128,0.2376938946639806
0.077,0.923,0.6252055377055378,0.23769356917104167
0.078,0.922,0.6251771876771877,0.23769327962364667
0.079,0.921,0.6251512001512002,0.2376930260217956
0.08,0.92,0.6250614250614251,0.23769280836548848
0.081,0.919,0.6250094500094501,0.23769262665472532
0.082,0.918,0.6249905499905499,0.23769248088950606
0.083,0.917,0.6249551124551124,0.23769237106983077
0.084,0.916,0.6248795123795123,0.23769229719569945
0.085,0.915,0.6247944622944623,0.2376922592671121
0.08600000000000001,0.914,0.6246975996975997,0.23769225728406868
0.08700000000000001,0.913,0.6245936495936496,0.23769229124656915
0.088,0.912,0.6245487620487622,0.2376923611546136
0.089,0.911,0.624492061992062,0.23769246700820199
0.09,0.91,0.6244400869400869,0.23769260880733434
0.091,0.909,0.6243668493668494,0.23769278655201065
0.092,0.908,0.6243125118125119,0.23769300024223083
0.093,0.907,0.6242298242298243,0.23769324987799503
0.094,0.906,0.6241754866754866,0.23769353545930316
0.095,0.905,0.6240880740880741,0.23769385698615525
0.096,0.904,0.6240573615573615,0.23769421445855127
0.097,0.903,0.6239959364959364,0.23769460787649122
0.098,0.902,0.623913248913249,0.23769503723997515
0.099,0.901,0.6238659988659988,0.23769550254900298
0.1,0.9,0.6237974862974862,0.2376960038035748
0.101,0.899,0.6237313362313363,0.23769654100369056
0.10200000000000001,0.898,0.6236699111699112,0.23769711414935024
0.10300000000000001,0.897,0.6235872235872235,0.23769772324055385
0.10400000000000001,0.896,0.6235588735588736,0.23769836827730148
0.105,0.895,0.6234785484785486,0.237699049259593
0.106,0.894,0.6234218484218484,0.23769976618742847
0.107,0.893,0.6233580608580609,0.23770051906080789
0.108,0.892,0.6232966357966357,0.23770130787973126
0.109,0.891,0.6232422982422983,0.2377021326441986
0.11,0.89,0.6231525231525231,0.23770299335420986
0.111,0.889,0.623086373086373,0.23770389000976505
0.112,0.888,0.6229871479871479,0.23770482261086417
0.113,0.887,0.6229044604044605,0.23770579115750734
0.114,0.886,0.6228477603477602,0.23770679564969438
0.115,0.885,0.6227816102816103,0.23770783608742535
0.116,0.884,0.6226634851634851,0.2377089124707003
0.117,0.883,0.6226256851256851,0.2377100247995192
0.11800000000000001,0.882,0.6226138726138726,0.237711173073882
0.11900000000000001,0.881,0.6225571725571726,0.2377123572937888
0.12,0.88,0.6225288225288226,0.2377135774592395
0.121,0.879,0.6224862974862975,0.23771483357023418
0.122,0.878,0.6224036099036099,0.23771612562677277
0.123,0.877,0.6223303723303723,0.23771745362885538
0.124,0.876,0.6222736722736723,0.23771881757648183
0.125,0.875,0.6221886221886221,0.23772021746965236
0.126,0.874,0.6221437346437346,0.23772165330836675
0.127,0.873,0.6220964845964846,0.23772312509262505
0.128,0.872,0.622051597051597,0.23772463282242734
0.129,0.871,0.622009072009072,0.2377261764977736
0.13,0.87,0.6219523719523719,0.2377277561186638
0.131,0.869,0.6219027594027594,0.23772937168509795
0.132,0.868,0.6218342468342468,0.237731023197076
0.133,0.867,0.6217799092799092,0.237732710654598
0.134,0.866,0.6217515592515592,0.237734434057664
0.135,0.865,0.6216499716499716,0.23773619340627392
0.136,0.864,0.6216239841239841,0.23773798870042778
0.137,0.863,0.6215601965601966,0.2377398199401256
0.138,0.862,0.6214987714987714,0.2377416871253673
0.139,0.861,0.6214562464562465,0.23774359025615302
0.14,0.86,0.6213570213570213,0.2377455293324827
0.14100000000000001,0.859,0.6213192213192213,0.2377475043543563
0.14200000000000002,0.858,0.6212388962388963,0.23774951532177377
0.14300000000000002,0.857,0.6211632961632962,0.2377515622347353
0.14400000000000002,0.856,0.6210900585900586,0.2377536450932407
0.145,0.855,0.6210428085428086,0.23775576389729008
0.146,0.854,0.6210168210168211,0.2377579186468834
0.147,0.853,0.620988470988471,0.23776010934202066
0.148,0.852,0.6209057834057834,0.23776233598270186
0.149,0.851,0.6208632583632583,0.23776459856892707
0.15,0.85,0.6207947457947458,0.23776689710069615
0.151,0.849,0.6206955206955207,0.23776923157800922
0.152,0.848,0.6206293706293706,0.23777160200086625
0.153,0.847,0.6205632205632206,0.23777400836926718
0.154,0.846,0.6204781704781704,0.23777645068321207
0.155,0.845,0.6203600453600453,0.23777892894270086
0.156,0.844,0.6203033453033453,0.23778144314773364
0.157,0.843,0.6202631827631827,0.23778399329831043
0.158,0.842,0.6202301077301078,0.23778657939443107
0.159,0.841,0.6201804951804952,0.23778920143609567
0.16,0.84,0.6201214326214326,0.23779185942330427
0.161,0.839,0.620029295029295,0.2377945533560568
0.162,0.838,0.6199536949536949,0.23779728323435323
0.163,0.837,0.6198710073710073,0.23780004905819363
0.164,0.836,0.6197765072765073,0.23780285082757802
0.165,0.835,0.6196985446985447,0.23780568854250625
0.166,0.834,0.6195898695898696,0.23780856220297855
0.167,0.833,0.619549707049707,0.2378114718089947
0.168,0.832,0.6195331695331694,0.2378144173605548
0.169,0.831,0.619502457002457,0.2378173988576589
0.17,0.83,0.6194292194292194,0.23782041630030695
0.171,0.829,0.6193276318276318,0.2378234696884989
0.17200000000000001,0.828,0.6192591192591193,0.23782655902223482
0.17300000000000001,0.827,0.6191693441693442,0.2378296843015147
0.17400000000000002,0.826,0.6191008316008316,0.2378328455263385
0.17500000000000002,0.825,0.6190252315252315,0.23783604269670627
0.176,0.8240000000000001,0.6189874314874315,0.237839275812618
0.177,0.823,0.6189165564165564,0.2378425448740736
0.178,0.8220000000000001,0.6188669438669439,0.2378458498810732
0.179,0.821,0.6188291438291438,0.23784919083361677
0.18,0.8200000000000001,0.6187653562653562,0.23785256773170424
0.181,0.819,0.6187133812133812,0.23785598057533566
0.182,0.8180000000000001,0.6186259686259686,0.23785942936451107
0.183,0.817,0.6185125685125685,0.2378629140992304
0.184,0.8160000000000001,0.6184700434700434,0.23786643477949368
0.185,0.815,0.6183920808920809,0.2378699914053009
0.186,0.8140000000000001,0.6182999432999433,0.23787358397665206
0.187,0.813,0.6182526932526933,0.23787721249354715
0.188,0.812,0.6181605556605556,0.23788087695598625
0.189,0.8109999999999999,0.6181109431109431,0.23788457736396923
0.19,0.81,0.617988092988093,0.23788831371749616
0.191,0.8089999999999999,0.6179384804384804,0.23789208601656706
0.192,0.808,0.6178723303723304,0.23789589426118188
0.193,0.8069999999999999,0.6178345303345303,0.23789973845134071
0.194,0.806,0.6177801927801928,0.2379036185870434
0.195,0.8049999999999999,0.6176597051597051,0.2379075346682901
0.196,0.804,0.6175392175392176,0.23791148669508072
0.197,0.8029999999999999,0.6174470799470799,0.2379154746674153
0.198,0.802,0.6173643923643923,0.23791949858529385
0.199,0.8009999999999999,0.6172958797958799,0.2379235584487163
0.2,0.8,0.6172202797202797,0.23792765425768267
0.201,0.7989999999999999,0.6171186921186921,0.23793178601219306
0.202,0.798,0.6170336420336421,0.23793595371224732
0.203,0.7969999999999999,0.616981666981667,0.2379401573578456
